Fragment Size,Count,Range,Group,BAM File
400,22952,200-500,Tumor,H7-tumor.bam
401,22920,200-500,Tumor,H7-tumor.bam
402,22827,200-500,Tumor,H7-tumor.bam
48,22679,100-200,Tumor,H7-tumor.bam
403,22233,200-500,Tumor,H7-tumor.bam
404,21822,200-500,Tumor,H7-tumor.bam
405,21504,200-500,Tumor,H7-tumor.bam
406,20984,200-500,Tumor,H7-tumor.bam
407,20872,200-500,Tumor,H7-tumor.bam
47,20621,100-200,Tumor,H7-tumor.bam
409,20350,200-500,Tumor,H7-tumor.bam
408,20350,200-500,Tumor,H7-tumor.bam
410,20161,200-500,Tumor,H7-tumor.bam
411,19872,200-500,Tumor,H7-tumor.bam
412,19644,200-500,Tumor,H7-tumor.bam
413,19253,200-500,Tumor,H7-tumor.bam
414,19078,200-500,Tumor,H7-tumor.bam
415,18862,200-500,Tumor,H7-tumor.bam
46,18812,100-200,Tumor,H7-tumor.bam
417,17978,200-500,Tumor,H7-tumor.bam
416,17753,200-500,Tumor,H7-tumor.bam
418,17650,200-500,Tumor,H7-tumor.bam
419,17204,200-500,Tumor,H7-tumor.bam
420,17168,200-500,Tumor,H7-tumor.bam
421,16944,200-500,Tumor,H7-tumor.bam
45,16898,100-200,Tumor,H7-tumor.bam
422,16577,200-500,Tumor,H7-tumor.bam
44,16241,100-200,Tumor,H7-tumor.bam
424,16220,200-500,Tumor,H7-tumor.bam
423,16190,200-500,Tumor,H7-tumor.bam
425,16189,200-500,Tumor,H7-tumor.bam
426,15905,200-500,Tumor,H7-tumor.bam
428,14947,200-500,Tumor,H7-tumor.bam
427,14916,200-500,Tumor,H7-tumor.bam
429,14720,200-500,Tumor,H7-tumor.bam
43,14685,100-200,Tumor,H7-tumor.bam
431,14412,200-500,Tumor,H7-tumor.bam
430,14279,200-500,Tumor,H7-tumor.bam
433,14103,200-500,Tumor,H7-tumor.bam
434,14079,200-500,Tumor,H7-tumor.bam
432,13852,200-500,Tumor,H7-tumor.bam
42,13728,100-200,Tumor,H7-tumor.bam
435,13675,200-500,Tumor,H7-tumor.bam
436,13125,200-500,Tumor,H7-tumor.bam
437,13029,200-500,Tumor,H7-tumor.bam
438,12626,200-500,Tumor,H7-tumor.bam
440,12613,200-500,Tumor,H7-tumor.bam
439,12574,200-500,Tumor,H7-tumor.bam
41,12349,100-200,Tumor,H7-tumor.bam
441,12255,200-500,Tumor,H7-tumor.bam
442,12057,200-500,Tumor,H7-tumor.bam
443,11956,200-500,Tumor,H7-tumor.bam
444,11643,200-500,Tumor,H7-tumor.bam
445,11272,200-500,Tumor,H7-tumor.bam
446,11112,200-500,Tumor,H7-tumor.bam
40,11074,100-200,Tumor,H7-tumor.bam
447,10849,200-500,Tumor,H7-tumor.bam
448,10710,200-500,Tumor,H7-tumor.bam
450,10664,200-500,Tumor,H7-tumor.bam
449,10457,200-500,Tumor,H7-tumor.bam
451,10226,200-500,Tumor,H7-tumor.bam
452,10174,200-500,Tumor,H7-tumor.bam
39,10031,100-200,Tumor,H7-tumor.bam
453,9954,200-500,Tumor,H7-tumor.bam
454,9909,200-500,Tumor,H7-tumor.bam
455,9668,200-500,Tumor,H7-tumor.bam
456,9635,200-500,Tumor,H7-tumor.bam
458,9459,200-500,Tumor,H7-tumor.bam
459,9209,200-500,Tumor,H7-tumor.bam
457,9198,200-500,Tumor,H7-tumor.bam
38,8852,100-200,Tumor,H7-tumor.bam
461,8662,200-500,Tumor,H7-tumor.bam
460,8614,200-500,Tumor,H7-tumor.bam
463,8424,200-500,Tumor,H7-tumor.bam
462,8377,200-500,Tumor,H7-tumor.bam
466,8254,200-500,Tumor,H7-tumor.bam
464,8126,200-500,Tumor,H7-tumor.bam
465,8018,200-500,Tumor,H7-tumor.bam
467,7875,200-500,Tumor,H7-tumor.bam
468,7798,200-500,Tumor,H7-tumor.bam
37,7754,100-200,Tumor,H7-tumor.bam
469,7547,200-500,Tumor,H7-tumor.bam
471,7392,200-500,Tumor,H7-tumor.bam
470,7253,200-500,Tumor,H7-tumor.bam
472,7082,200-500,Tumor,H7-tumor.bam
36,7063,100-200,Tumor,H7-tumor.bam
474,7041,200-500,Tumor,H7-tumor.bam
473,6953,200-500,Tumor,H7-tumor.bam
475,6827,200-500,Tumor,H7-tumor.bam
476,6742,200-500,Tumor,H7-tumor.bam
477,6549,200-500,Tumor,H7-tumor.bam
478,6269,200-500,Tumor,H7-tumor.bam
479,6266,200-500,Tumor,H7-tumor.bam
35,6222,100-200,Tumor,H7-tumor.bam
480,6168,200-500,Tumor,H7-tumor.bam
481,6133,200-500,Tumor,H7-tumor.bam
482,5952,200-500,Tumor,H7-tumor.bam
483,5936,200-500,Tumor,H7-tumor.bam
484,5800,200-500,Tumor,H7-tumor.bam
486,5642,200-500,Tumor,H7-tumor.bam
485,5619,200-500,Tumor,H7-tumor.bam
488,5459,200-500,Tumor,H7-tumor.bam
487,5402,200-500,Tumor,H7-tumor.bam
489,5235,200-500,Tumor,H7-tumor.bam
490,5214,200-500,Tumor,H7-tumor.bam
491,5044,200-500,Tumor,H7-tumor.bam
34,5003,100-200,Tumor,H7-tumor.bam
492,5001,200-500,Tumor,H7-tumor.bam
493,4940,200-500,Tumor,H7-tumor.bam
494,4855,200-500,Tumor,H7-tumor.bam
495,4771,200-500,Tumor,H7-tumor.bam
498,4573,200-500,Tumor,H7-tumor.bam
496,4473,200-500,Tumor,H7-tumor.bam
33,4390,100-200,Tumor,H7-tumor.bam
497,4383,200-500,Tumor,H7-tumor.bam
500,4321,200-500,Tumor,H7-tumor.bam
499,4292,200-500,Tumor,H7-tumor.bam
501,4153,500-1000,Tumor,H7-tumor.bam
502,4098,500-1000,Tumor,H7-tumor.bam
503,4055,500-1000,Tumor,H7-tumor.bam
504,4029,500-1000,Tumor,H7-tumor.bam
507,3988,500-1000,Tumor,H7-tumor.bam
505,3869,500-1000,Tumor,H7-tumor.bam
20,3799,100-200,Tumor,H7-tumor.bam
32,3741,100-200,Tumor,H7-tumor.bam
506,3686,500-1000,Tumor,H7-tumor.bam
508,3601,500-1000,Tumor,H7-tumor.bam
511,3488,500-1000,Tumor,H7-tumor.bam
509,3483,500-1000,Tumor,H7-tumor.bam
512,3465,500-1000,Tumor,H7-tumor.bam
510,3387,500-1000,Tumor,H7-tumor.bam
513,3305,500-1000,Tumor,H7-tumor.bam
19,3303,100-200,Tumor,H7-tumor.bam
514,3238,500-1000,Tumor,H7-tumor.bam
515,3212,500-1000,Tumor,H7-tumor.bam
516,3139,500-1000,Tumor,H7-tumor.bam
21,3125,100-200,Tumor,H7-tumor.bam
31,3099,100-200,Tumor,H7-tumor.bam
518,3090,500-1000,Tumor,H7-tumor.bam
517,2999,500-1000,Tumor,H7-tumor.bam
519,2932,500-1000,Tumor,H7-tumor.bam
522,2853,500-1000,Tumor,H7-tumor.bam
521,2806,500-1000,Tumor,H7-tumor.bam
520,2763,500-1000,Tumor,H7-tumor.bam
524,2752,500-1000,Tumor,H7-tumor.bam
523,2696,500-1000,Tumor,H7-tumor.bam
527,2622,500-1000,Tumor,H7-tumor.bam
528,2597,500-1000,Tumor,H7-tumor.bam
526,2554,500-1000,Tumor,H7-tumor.bam
525,2541,500-1000,Tumor,H7-tumor.bam
28,2525,100-200,Tumor,H7-tumor.bam
530,2521,500-1000,Tumor,H7-tumor.bam
30,2487,100-200,Tumor,H7-tumor.bam
529,2414,500-1000,Tumor,H7-tumor.bam
22,2414,100-200,Tumor,H7-tumor.bam
29,2333,100-200,Tumor,H7-tumor.bam
532,2316,500-1000,Tumor,H7-tumor.bam
23,2302,100-200,Tumor,H7-tumor.bam
531,2296,500-1000,Tumor,H7-tumor.bam
535,2240,500-1000,Tumor,H7-tumor.bam
533,2205,500-1000,Tumor,H7-tumor.bam
536,2142,500-1000,Tumor,H7-tumor.bam
537,2104,500-1000,Tumor,H7-tumor.bam
540,2065,500-1000,Tumor,H7-tumor.bam
534,2061,500-1000,Tumor,H7-tumor.bam
538,2013,500-1000,Tumor,H7-tumor.bam
539,2007,500-1000,Tumor,H7-tumor.bam
541,1932,500-1000,Tumor,H7-tumor.bam
543,1911,500-1000,Tumor,H7-tumor.bam
542,1889,500-1000,Tumor,H7-tumor.bam
545,1884,500-1000,Tumor,H7-tumor.bam
27,1820,100-200,Tumor,H7-tumor.bam
544,1783,500-1000,Tumor,H7-tumor.bam
26,1753,100-200,Tumor,H7-tumor.bam
547,1726,500-1000,Tumor,H7-tumor.bam
549,1715,500-1000,Tumor,H7-tumor.bam
546,1694,500-1000,Tumor,H7-tumor.bam
548,1675,500-1000,Tumor,H7-tumor.bam
551,1549,500-1000,Tumor,H7-tumor.bam
550,1548,500-1000,Tumor,H7-tumor.bam
552,1508,500-1000,Tumor,H7-tumor.bam
554,1469,500-1000,Tumor,H7-tumor.bam
555,1437,500-1000,Tumor,H7-tumor.bam
553,1407,500-1000,Tumor,H7-tumor.bam
25,1380,100-200,Tumor,H7-tumor.bam
557,1372,500-1000,Tumor,H7-tumor.bam
556,1339,500-1000,Tumor,H7-tumor.bam
24,1327,100-200,Tumor,H7-tumor.bam
559,1325,500-1000,Tumor,H7-tumor.bam
560,1309,500-1000,Tumor,H7-tumor.bam
558,1308,500-1000,Tumor,H7-tumor.bam
563,1250,500-1000,Tumor,H7-tumor.bam
561,1248,500-1000,Tumor,H7-tumor.bam
564,1217,500-1000,Tumor,H7-tumor.bam
562,1215,500-1000,Tumor,H7-tumor.bam
565,1111,500-1000,Tumor,H7-tumor.bam
568,1107,500-1000,Tumor,H7-tumor.bam
566,1065,500-1000,Tumor,H7-tumor.bam
569,1052,500-1000,Tumor,H7-tumor.bam
567,1036,500-1000,Tumor,H7-tumor.bam
570,1004,500-1000,Tumor,H7-tumor.bam
571,979,500-1000,Tumor,H7-tumor.bam
572,919,500-1000,Tumor,H7-tumor.bam
573,896,500-1000,Tumor,H7-tumor.bam
574,835,500-1000,Tumor,H7-tumor.bam
575,704,500-1000,Tumor,H7-tumor.bam
577,642,500-1000,Tumor,H7-tumor.bam
576,615,500-1000,Tumor,H7-tumor.bam
578,545,500-1000,Tumor,H7-tumor.bam
579,407,500-1000,Tumor,H7-tumor.bam
581,347,500-1000,Tumor,H7-tumor.bam
580,330,500-1000,Tumor,H7-tumor.bam
582,308,500-1000,Tumor,H7-tumor.bam
18,308,100-200,Tumor,H7-tumor.bam
14,304,100-200,Tumor,H7-tumor.bam
13,294,100-200,Tumor,H7-tumor.bam
583,286,500-1000,Tumor,H7-tumor.bam
16,284,100-200,Tumor,H7-tumor.bam
8,270,100-200,Tumor,H7-tumor.bam
5,268,100-200,Tumor,H7-tumor.bam
10,263,100-200,Tumor,H7-tumor.bam
17,257,100-200,Tumor,H7-tumor.bam
15,257,100-200,Tumor,H7-tumor.bam
7,243,100-200,Tumor,H7-tumor.bam
12,241,100-200,Tumor,H7-tumor.bam
4,241,100-200,Tumor,H7-tumor.bam
11,237,100-200,Tumor,H7-tumor.bam
6,229,100-200,Tumor,H7-tumor.bam
3,223,100-200,Tumor,H7-tumor.bam
2,215,100-200,Tumor,H7-tumor.bam
9,213,100-200,Tumor,H7-tumor.bam
584,187,500-1000,Tumor,H7-tumor.bam
585,184,500-1000,Tumor,H7-tumor.bam
586,171,500-1000,Tumor,H7-tumor.bam
587,136,500-1000,Tumor,H7-tumor.bam
591,67,500-1000,Tumor,H7-tumor.bam
589,65,500-1000,Tumor,H7-tumor.bam
590,60,500-1000,Tumor,H7-tumor.bam
490235,58,>1000,Tumor,H7-tumor.bam
11800969,56,>1000,Tumor,H7-tumor.bam
11491950,49,>1000,Tumor,H7-tumor.bam
592,48,500-1000,Tumor,H7-tumor.bam
588,46,500-1000,Tumor,H7-tumor.bam
324145,42,>1000,Tumor,H7-tumor.bam
113258,40,>1000,Tumor,H7-tumor.bam
324267,36,>1000,Tumor,H7-tumor.bam
490279,34,>1000,Tumor,H7-tumor.bam
13788,31,>1000,Tumor,H7-tumor.bam
45144628,20,>1000,Tumor,H7-tumor.bam
16569,19,>1000,Tumor,H7-tumor.bam
113259,18,>1000,Tumor,H7-tumor.bam
4854260,12,>1000,Tumor,H7-tumor.bam
113245,10,>1000,Tumor,H7-tumor.bam
73032,9,>1000,Tumor,H7-tumor.bam
891892,9,>1000,Tumor,H7-tumor.bam
55219,9,>1000,Tumor,H7-tumor.bam
113225,9,>1000,Tumor,H7-tumor.bam
113246,8,>1000,Tumor,H7-tumor.bam
2788,8,>1000,Tumor,H7-tumor.bam
1029,8,>1000,Tumor,H7-tumor.bam
135789,7,>1000,Tumor,H7-tumor.bam
60386,7,>1000,Tumor,H7-tumor.bam
684,6,500-1000,Tumor,H7-tumor.bam
490488,6,>1000,Tumor,H7-tumor.bam
113260,6,>1000,Tumor,H7-tumor.bam
324134,6,>1000,Tumor,H7-tumor.bam
841362,6,>1000,Tumor,H7-tumor.bam
6250,5,>1000,Tumor,H7-tumor.bam
613,5,500-1000,Tumor,H7-tumor.bam
113249,5,>1000,Tumor,H7-tumor.bam
113256,5,>1000,Tumor,H7-tumor.bam
113252,5,>1000,Tumor,H7-tumor.bam
681,5,500-1000,Tumor,H7-tumor.bam
113255,5,>1000,Tumor,H7-tumor.bam
4955399,5,>1000,Tumor,H7-tumor.bam
800,5,500-1000,Tumor,H7-tumor.bam
7875,5,>1000,Tumor,H7-tumor.bam
699362,5,>1000,Tumor,H7-tumor.bam
3219,4,>1000,Tumor,H7-tumor.bam
711,4,500-1000,Tumor,H7-tumor.bam
1226,4,>1000,Tumor,H7-tumor.bam
647,4,500-1000,Tumor,H7-tumor.bam
490277,4,>1000,Tumor,H7-tumor.bam
822,4,500-1000,Tumor,H7-tumor.bam
490410,4,>1000,Tumor,H7-tumor.bam
13918,4,>1000,Tumor,H7-tumor.bam
13922,4,>1000,Tumor,H7-tumor.bam
113248,4,>1000,Tumor,H7-tumor.bam
13898,4,>1000,Tumor,H7-tumor.bam
113253,4,>1000,Tumor,H7-tumor.bam
113247,4,>1000,Tumor,H7-tumor.bam
113251,4,>1000,Tumor,H7-tumor.bam
1175,4,>1000,Tumor,H7-tumor.bam
324156,4,>1000,Tumor,H7-tumor.bam
113257,4,>1000,Tumor,H7-tumor.bam
757,4,500-1000,Tumor,H7-tumor.bam
886,4,500-1000,Tumor,H7-tumor.bam
36385228,4,>1000,Tumor,H7-tumor.bam
404004,4,>1000,Tumor,H7-tumor.bam
11800868,4,>1000,Tumor,H7-tumor.bam
49783,4,>1000,Tumor,H7-tumor.bam
11800890,4,>1000,Tumor,H7-tumor.bam
11800885,4,>1000,Tumor,H7-tumor.bam
16399,4,>1000,Tumor,H7-tumor.bam
43071,4,>1000,Tumor,H7-tumor.bam
15967137,4,>1000,Tumor,H7-tumor.bam
762,4,500-1000,Tumor,H7-tumor.bam
21527,4,>1000,Tumor,H7-tumor.bam
2726570,4,>1000,Tumor,H7-tumor.bam
628,4,500-1000,Tumor,H7-tumor.bam
35819,4,>1000,Tumor,H7-tumor.bam
638,4,500-1000,Tumor,H7-tumor.bam
209509,4,>1000,Tumor,H7-tumor.bam
113267,4,>1000,Tumor,H7-tumor.bam
603,4,500-1000,Tumor,H7-tumor.bam
21517005,4,>1000,Tumor,H7-tumor.bam
7970,4,>1000,Tumor,H7-tumor.bam
209420,4,>1000,Tumor,H7-tumor.bam
796,4,500-1000,Tumor,H7-tumor.bam
742,4,500-1000,Tumor,H7-tumor.bam
599,4,500-1000,Tumor,H7-tumor.bam
675,4,500-1000,Tumor,H7-tumor.bam
658,4,500-1000,Tumor,H7-tumor.bam
490276,4,>1000,Tumor,H7-tumor.bam
818,4,500-1000,Tumor,H7-tumor.bam
968,4,500-1000,Tumor,H7-tumor.bam
7387505,4,>1000,Tumor,H7-tumor.bam
30105,4,>1000,Tumor,H7-tumor.bam
2306462,4,>1000,Tumor,H7-tumor.bam
21071,4,>1000,Tumor,H7-tumor.bam
704,3,500-1000,Tumor,H7-tumor.bam
7387418,3,>1000,Tumor,H7-tumor.bam
3014,3,>1000,Tumor,H7-tumor.bam
7472581,3,>1000,Tumor,H7-tumor.bam
86390861,3,>1000,Tumor,H7-tumor.bam
1911,3,>1000,Tumor,H7-tumor.bam
86390852,3,>1000,Tumor,H7-tumor.bam
79811703,3,>1000,Tumor,H7-tumor.bam
4963548,3,>1000,Tumor,H7-tumor.bam
4963550,3,>1000,Tumor,H7-tumor.bam
4963554,3,>1000,Tumor,H7-tumor.bam
657,3,500-1000,Tumor,H7-tumor.bam
616,3,500-1000,Tumor,H7-tumor.bam
24478851,3,>1000,Tumor,H7-tumor.bam
24478878,3,>1000,Tumor,H7-tumor.bam
900,3,500-1000,Tumor,H7-tumor.bam
19160239,3,>1000,Tumor,H7-tumor.bam
596,3,500-1000,Tumor,H7-tumor.bam
6765,3,>1000,Tumor,H7-tumor.bam
6053,3,>1000,Tumor,H7-tumor.bam
738,3,500-1000,Tumor,H7-tumor.bam
605,3,500-1000,Tumor,H7-tumor.bam
670,3,500-1000,Tumor,H7-tumor.bam
16036852,3,>1000,Tumor,H7-tumor.bam
714,3,500-1000,Tumor,H7-tumor.bam
635,3,500-1000,Tumor,H7-tumor.bam
632,3,500-1000,Tumor,H7-tumor.bam
3208,3,>1000,Tumor,H7-tumor.bam
2603,3,>1000,Tumor,H7-tumor.bam
57032,3,>1000,Tumor,H7-tumor.bam
1015,3,>1000,Tumor,H7-tumor.bam
5730,3,>1000,Tumor,H7-tumor.bam
663,3,500-1000,Tumor,H7-tumor.bam
1181,3,>1000,Tumor,H7-tumor.bam
764,3,500-1000,Tumor,H7-tumor.bam
530679,3,>1000,Tumor,H7-tumor.bam
3499,3,>1000,Tumor,H7-tumor.bam
3732,3,>1000,Tumor,H7-tumor.bam
648,3,500-1000,Tumor,H7-tumor.bam
170125,3,>1000,Tumor,H7-tumor.bam
490272,3,>1000,Tumor,H7-tumor.bam
38412361,3,>1000,Tumor,H7-tumor.bam
38412408,3,>1000,Tumor,H7-tumor.bam
743,3,500-1000,Tumor,H7-tumor.bam
532952,3,>1000,Tumor,H7-tumor.bam
153190,3,>1000,Tumor,H7-tumor.bam
132428,3,>1000,Tumor,H7-tumor.bam
770,3,500-1000,Tumor,H7-tumor.bam
2133,3,>1000,Tumor,H7-tumor.bam
623,3,500-1000,Tumor,H7-tumor.bam
490275,3,>1000,Tumor,H7-tumor.bam
20916,3,>1000,Tumor,H7-tumor.bam
532948,3,>1000,Tumor,H7-tumor.bam
495858,3,>1000,Tumor,H7-tumor.bam
1992,3,>1000,Tumor,H7-tumor.bam
1036334,3,>1000,Tumor,H7-tumor.bam
19300,3,>1000,Tumor,H7-tumor.bam
19509678,3,>1000,Tumor,H7-tumor.bam
111428099,3,>1000,Tumor,H7-tumor.bam
19008,3,>1000,Tumor,H7-tumor.bam
113262,3,>1000,Tumor,H7-tumor.bam
80025,3,>1000,Tumor,H7-tumor.bam
113263,3,>1000,Tumor,H7-tumor.bam
156165357,3,>1000,Tumor,H7-tumor.bam
156165354,3,>1000,Tumor,H7-tumor.bam
1683,3,>1000,Tumor,H7-tumor.bam
324141,3,>1000,Tumor,H7-tumor.bam
643,3,500-1000,Tumor,H7-tumor.bam
17131,3,>1000,Tumor,H7-tumor.bam
617,3,500-1000,Tumor,H7-tumor.bam
1158,3,>1000,Tumor,H7-tumor.bam
19100,3,>1000,Tumor,H7-tumor.bam
819,3,500-1000,Tumor,H7-tumor.bam
490516,3,>1000,Tumor,H7-tumor.bam
774,3,500-1000,Tumor,H7-tumor.bam
640,3,500-1000,Tumor,H7-tumor.bam
14838,3,>1000,Tumor,H7-tumor.bam
13913,3,>1000,Tumor,H7-tumor.bam
13893,3,>1000,Tumor,H7-tumor.bam
13909,3,>1000,Tumor,H7-tumor.bam
13890,3,>1000,Tumor,H7-tumor.bam
13903,3,>1000,Tumor,H7-tumor.bam
5596,3,>1000,Tumor,H7-tumor.bam
808,3,500-1000,Tumor,H7-tumor.bam
19446,3,>1000,Tumor,H7-tumor.bam
17731,3,>1000,Tumor,H7-tumor.bam
1969,3,>1000,Tumor,H7-tumor.bam
15979543,3,>1000,Tumor,H7-tumor.bam
750,3,500-1000,Tumor,H7-tumor.bam
1161,3,>1000,Tumor,H7-tumor.bam
649,3,500-1000,Tumor,H7-tumor.bam
697,3,500-1000,Tumor,H7-tumor.bam
113271,3,>1000,Tumor,H7-tumor.bam
70488220,3,>1000,Tumor,H7-tumor.bam
220337,3,>1000,Tumor,H7-tumor.bam
220243,3,>1000,Tumor,H7-tumor.bam
79242346,3,>1000,Tumor,H7-tumor.bam
606,3,500-1000,Tumor,H7-tumor.bam
34049,3,>1000,Tumor,H7-tumor.bam
45798409,3,>1000,Tumor,H7-tumor.bam
639,3,500-1000,Tumor,H7-tumor.bam
3059296,3,>1000,Tumor,H7-tumor.bam
3422901,3,>1000,Tumor,H7-tumor.bam
722,3,500-1000,Tumor,H7-tumor.bam
79242215,3,>1000,Tumor,H7-tumor.bam
626,3,500-1000,Tumor,H7-tumor.bam
125852,3,>1000,Tumor,H7-tumor.bam
11800881,3,>1000,Tumor,H7-tumor.bam
183920,3,>1000,Tumor,H7-tumor.bam
759,3,500-1000,Tumor,H7-tumor.bam
11800912,3,>1000,Tumor,H7-tumor.bam
11492049,3,>1000,Tumor,H7-tumor.bam
1600020,3,>1000,Tumor,H7-tumor.bam
9881213,3,>1000,Tumor,H7-tumor.bam
1185,3,>1000,Tumor,H7-tumor.bam
33893,3,>1000,Tumor,H7-tumor.bam
716,3,500-1000,Tumor,H7-tumor.bam
664,3,500-1000,Tumor,H7-tumor.bam
731,3,500-1000,Tumor,H7-tumor.bam
49688,3,>1000,Tumor,H7-tumor.bam
11800896,3,>1000,Tumor,H7-tumor.bam
11800871,3,>1000,Tumor,H7-tumor.bam
11800883,3,>1000,Tumor,H7-tumor.bam
4892154,3,>1000,Tumor,H7-tumor.bam
8519,3,>1000,Tumor,H7-tumor.bam
4916298,3,>1000,Tumor,H7-tumor.bam
11817629,3,>1000,Tumor,H7-tumor.bam
16403,3,>1000,Tumor,H7-tumor.bam
11800875,3,>1000,Tumor,H7-tumor.bam
11800866,3,>1000,Tumor,H7-tumor.bam
11800943,3,>1000,Tumor,H7-tumor.bam
47986,3,>1000,Tumor,H7-tumor.bam
16789,3,>1000,Tumor,H7-tumor.bam
642,3,500-1000,Tumor,H7-tumor.bam
4873577,3,>1000,Tumor,H7-tumor.bam
15167,3,>1000,Tumor,H7-tumor.bam
21493,3,>1000,Tumor,H7-tumor.bam
31383,3,>1000,Tumor,H7-tumor.bam
15291,3,>1000,Tumor,H7-tumor.bam
16385,2,>1000,Tumor,H7-tumor.bam
66837647,2,>1000,Tumor,H7-tumor.bam
653,2,500-1000,Tumor,H7-tumor.bam
132727718,2,>1000,Tumor,H7-tumor.bam
24205772,2,>1000,Tumor,H7-tumor.bam
735,2,500-1000,Tumor,H7-tumor.bam
6227,2,>1000,Tumor,H7-tumor.bam
2945,2,>1000,Tumor,H7-tumor.bam
1772,2,>1000,Tumor,H7-tumor.bam
154525610,2,>1000,Tumor,H7-tumor.bam
16429,2,>1000,Tumor,H7-tumor.bam
144307024,2,>1000,Tumor,H7-tumor.bam
66837737,2,>1000,Tumor,H7-tumor.bam
16382,2,>1000,Tumor,H7-tumor.bam
1372,2,>1000,Tumor,H7-tumor.bam
26318467,2,>1000,Tumor,H7-tumor.bam
53854044,2,>1000,Tumor,H7-tumor.bam
81521563,2,>1000,Tumor,H7-tumor.bam
22103349,2,>1000,Tumor,H7-tumor.bam
22103272,2,>1000,Tumor,H7-tumor.bam
89746,2,>1000,Tumor,H7-tumor.bam
104503331,2,>1000,Tumor,H7-tumor.bam
25851711,2,>1000,Tumor,H7-tumor.bam
65674009,2,>1000,Tumor,H7-tumor.bam
133042234,2,>1000,Tumor,H7-tumor.bam
100472387,2,>1000,Tumor,H7-tumor.bam
157640227,2,>1000,Tumor,H7-tumor.bam
45124421,2,>1000,Tumor,H7-tumor.bam
45954675,2,>1000,Tumor,H7-tumor.bam
1327439,2,>1000,Tumor,H7-tumor.bam
26292970,2,>1000,Tumor,H7-tumor.bam
26292810,2,>1000,Tumor,H7-tumor.bam
14483072,2,>1000,Tumor,H7-tumor.bam
1565,2,>1000,Tumor,H7-tumor.bam
1339913,2,>1000,Tumor,H7-tumor.bam
844850,2,>1000,Tumor,H7-tumor.bam
102842,2,>1000,Tumor,H7-tumor.bam
6229,2,>1000,Tumor,H7-tumor.bam
7795,2,>1000,Tumor,H7-tumor.bam
7674,2,>1000,Tumor,H7-tumor.bam
7413,2,>1000,Tumor,H7-tumor.bam
6499,2,>1000,Tumor,H7-tumor.bam
91969,2,>1000,Tumor,H7-tumor.bam
78385,2,>1000,Tumor,H7-tumor.bam
78220,2,>1000,Tumor,H7-tumor.bam
2787259,2,>1000,Tumor,H7-tumor.bam
2787349,2,>1000,Tumor,H7-tumor.bam
2795440,2,>1000,Tumor,H7-tumor.bam
63561,2,>1000,Tumor,H7-tumor.bam
5401995,2,>1000,Tumor,H7-tumor.bam
683,2,500-1000,Tumor,H7-tumor.bam
3848,2,>1000,Tumor,H7-tumor.bam
3968188,2,>1000,Tumor,H7-tumor.bam
3975070,2,>1000,Tumor,H7-tumor.bam
5616265,2,>1000,Tumor,H7-tumor.bam
157371,2,>1000,Tumor,H7-tumor.bam
909,2,500-1000,Tumor,H7-tumor.bam
105460327,2,>1000,Tumor,H7-tumor.bam
20837363,2,>1000,Tumor,H7-tumor.bam
2402,2,>1000,Tumor,H7-tumor.bam
1327490,2,>1000,Tumor,H7-tumor.bam
4067,2,>1000,Tumor,H7-tumor.bam
701,2,500-1000,Tumor,H7-tumor.bam
1388,2,>1000,Tumor,H7-tumor.bam
1643,2,>1000,Tumor,H7-tumor.bam
668,2,500-1000,Tumor,H7-tumor.bam
31327570,2,>1000,Tumor,H7-tumor.bam
1594799,2,>1000,Tumor,H7-tumor.bam
31667588,2,>1000,Tumor,H7-tumor.bam
2856,2,>1000,Tumor,H7-tumor.bam
8517,2,>1000,Tumor,H7-tumor.bam
8592,2,>1000,Tumor,H7-tumor.bam
60933573,2,>1000,Tumor,H7-tumor.bam
601,2,500-1000,Tumor,H7-tumor.bam
16530212,2,>1000,Tumor,H7-tumor.bam
16530360,2,>1000,Tumor,H7-tumor.bam
622,2,500-1000,Tumor,H7-tumor.bam
49715,2,>1000,Tumor,H7-tumor.bam
49618,2,>1000,Tumor,H7-tumor.bam
4945541,2,>1000,Tumor,H7-tumor.bam
34816,2,>1000,Tumor,H7-tumor.bam
34725,2,>1000,Tumor,H7-tumor.bam
11837,2,>1000,Tumor,H7-tumor.bam
4955234,2,>1000,Tumor,H7-tumor.bam
14235,2,>1000,Tumor,H7-tumor.bam
4985338,2,>1000,Tumor,H7-tumor.bam
4910040,2,>1000,Tumor,H7-tumor.bam
12279,2,>1000,Tumor,H7-tumor.bam
33027,2,>1000,Tumor,H7-tumor.bam
47983,2,>1000,Tumor,H7-tumor.bam
4936980,2,>1000,Tumor,H7-tumor.bam
4937088,2,>1000,Tumor,H7-tumor.bam
4963553,2,>1000,Tumor,H7-tumor.bam
14926,2,>1000,Tumor,H7-tumor.bam
4922806,2,>1000,Tumor,H7-tumor.bam
54844,2,>1000,Tumor,H7-tumor.bam
4857417,2,>1000,Tumor,H7-tumor.bam
4975152,2,>1000,Tumor,H7-tumor.bam
2960,2,>1000,Tumor,H7-tumor.bam
72886,2,>1000,Tumor,H7-tumor.bam
4960661,2,>1000,Tumor,H7-tumor.bam
898265,2,>1000,Tumor,H7-tumor.bam
2306640,2,>1000,Tumor,H7-tumor.bam
129262,2,>1000,Tumor,H7-tumor.bam
1955134,2,>1000,Tumor,H7-tumor.bam
967760,2,>1000,Tumor,H7-tumor.bam
