Fragment Size,Count,Range,Group,BAM File
3375938,1,>1000,Normal,H7-plasma.bam
341753,1,>1000,Normal,H7-plasma.bam
3383913,1,>1000,Normal,H7-plasma.bam
3372533,1,>1000,Normal,H7-plasma.bam
275935,1,>1000,Normal,H7-plasma.bam
275909,1,>1000,Normal,H7-plasma.bam
3395939,1,>1000,Normal,H7-plasma.bam
21516992,1,>1000,Normal,H7-plasma.bam
3802056,1,>1000,Normal,H7-plasma.bam
6128,1,>1000,Normal,H7-plasma.bam
6227,1,>1000,Normal,H7-plasma.bam
3399441,1,>1000,Normal,H7-plasma.bam
3392725,1,>1000,Normal,H7-plasma.bam
3391624,1,>1000,Normal,H7-plasma.bam
3387009,1,>1000,Normal,H7-plasma.bam
398713,1,>1000,Normal,H7-plasma.bam
3386246,1,>1000,Normal,H7-plasma.bam
3386380,1,>1000,Normal,H7-plasma.bam
320016,1,>1000,Normal,H7-plasma.bam
3402489,1,>1000,Normal,H7-plasma.bam
3402620,1,>1000,Normal,H7-plasma.bam
3363861,1,>1000,Normal,H7-plasma.bam
330460,1,>1000,Normal,H7-plasma.bam
266432,1,>1000,Normal,H7-plasma.bam
33346,1,>1000,Normal,H7-plasma.bam
3356998,1,>1000,Normal,H7-plasma.bam
4127,1,>1000,Normal,H7-plasma.bam
4286,1,>1000,Normal,H7-plasma.bam
368825,1,>1000,Normal,H7-plasma.bam
3361975,1,>1000,Normal,H7-plasma.bam
370884,1,>1000,Normal,H7-plasma.bam
3362085,1,>1000,Normal,H7-plasma.bam
11188,1,>1000,Normal,H7-plasma.bam
11172,1,>1000,Normal,H7-plasma.bam
284677,1,>1000,Normal,H7-plasma.bam
284668,1,>1000,Normal,H7-plasma.bam
3343333,1,>1000,Normal,H7-plasma.bam
3346292,1,>1000,Normal,H7-plasma.bam
3343458,1,>1000,Normal,H7-plasma.bam
3358340,1,>1000,Normal,H7-plasma.bam
3358755,1,>1000,Normal,H7-plasma.bam
3358795,1,>1000,Normal,H7-plasma.bam
3373724,1,>1000,Normal,H7-plasma.bam
3383473,1,>1000,Normal,H7-plasma.bam
3358898,1,>1000,Normal,H7-plasma.bam
3384536,1,>1000,Normal,H7-plasma.bam
3383483,1,>1000,Normal,H7-plasma.bam
3396119,1,>1000,Normal,H7-plasma.bam
3396122,1,>1000,Normal,H7-plasma.bam
3365145,1,>1000,Normal,H7-plasma.bam
3365257,1,>1000,Normal,H7-plasma.bam
3346300,1,>1000,Normal,H7-plasma.bam
3364233,1,>1000,Normal,H7-plasma.bam
3343451,1,>1000,Normal,H7-plasma.bam
20223031,1,>1000,Normal,H7-plasma.bam
1474,1,>1000,Normal,H7-plasma.bam
684,1,500-1000,Normal,H7-plasma.bam
526,1,500-1000,Normal,H7-plasma.bam
524,1,500-1000,Normal,H7-plasma.bam
33044602,1,>1000,Normal,H7-plasma.bam
3191279,1,>1000,Normal,H7-plasma.bam
14179893,1,>1000,Normal,H7-plasma.bam
14179860,1,>1000,Normal,H7-plasma.bam
23193888,1,>1000,Normal,H7-plasma.bam
15465976,1,>1000,Normal,H7-plasma.bam
717,1,500-1000,Normal,H7-plasma.bam
96227505,1,>1000,Normal,H7-plasma.bam
2020,1,>1000,Normal,H7-plasma.bam
3363974,1,>1000,Normal,H7-plasma.bam
79673732,1,>1000,Normal,H7-plasma.bam
61795369,1,>1000,Normal,H7-plasma.bam
59038449,1,>1000,Normal,H7-plasma.bam
25006735,1,>1000,Normal,H7-plasma.bam
25006603,1,>1000,Normal,H7-plasma.bam
25006604,1,>1000,Normal,H7-plasma.bam
26387468,1,>1000,Normal,H7-plasma.bam
4288271,1,>1000,Normal,H7-plasma.bam
23883540,1,>1000,Normal,H7-plasma.bam
23883542,1,>1000,Normal,H7-plasma.bam
23891645,1,>1000,Normal,H7-plasma.bam
23891514,1,>1000,Normal,H7-plasma.bam
21513823,1,>1000,Normal,H7-plasma.bam
21516994,1,>1000,Normal,H7-plasma.bam
24849465,1,>1000,Normal,H7-plasma.bam
3363993,1,>1000,Normal,H7-plasma.bam
3364000,1,>1000,Normal,H7-plasma.bam
3387492,1,>1000,Normal,H7-plasma.bam
3415966,1,>1000,Normal,H7-plasma.bam
3394543,1,>1000,Normal,H7-plasma.bam
3389041,1,>1000,Normal,H7-plasma.bam
3371510,1,>1000,Normal,H7-plasma.bam
3371527,1,>1000,Normal,H7-plasma.bam
3822288,1,>1000,Normal,H7-plasma.bam
3386181,1,>1000,Normal,H7-plasma.bam
991,1,500-1000,Normal,H7-plasma.bam
3394566,1,>1000,Normal,H7-plasma.bam
3426315,1,>1000,Normal,H7-plasma.bam
3391308,1,>1000,Normal,H7-plasma.bam
20222913,1,>1000,Normal,H7-plasma.bam
412546,1,>1000,Normal,H7-plasma.bam
412643,1,>1000,Normal,H7-plasma.bam
3395560,1,>1000,Normal,H7-plasma.bam
3395555,1,>1000,Normal,H7-plasma.bam
3373179,1,>1000,Normal,H7-plasma.bam
3396542,1,>1000,Normal,H7-plasma.bam
3396645,1,>1000,Normal,H7-plasma.bam
10907098,1,>1000,Normal,H7-plasma.bam
10907113,1,>1000,Normal,H7-plasma.bam
3879223,1,>1000,Normal,H7-plasma.bam
3879202,1,>1000,Normal,H7-plasma.bam
39929751,1,>1000,Normal,H7-plasma.bam
559,1,500-1000,Normal,H7-plasma.bam
298408,1,>1000,Normal,H7-plasma.bam
7761686,1,>1000,Normal,H7-plasma.bam
412668,1,>1000,Normal,H7-plasma.bam
1401,1,>1000,Normal,H7-plasma.bam
14317,1,>1000,Normal,H7-plasma.bam
14314,1,>1000,Normal,H7-plasma.bam
14482,1,>1000,Normal,H7-plasma.bam
14316,1,>1000,Normal,H7-plasma.bam
14058,1,>1000,Normal,H7-plasma.bam
23430,1,>1000,Normal,H7-plasma.bam
9076,1,>1000,Normal,H7-plasma.bam
31445,1,>1000,Normal,H7-plasma.bam
8962,1,>1000,Normal,H7-plasma.bam
637,1,500-1000,Normal,H7-plasma.bam
3382650,1,>1000,Normal,H7-plasma.bam
23205,1,>1000,Normal,H7-plasma.bam
31044,1,>1000,Normal,H7-plasma.bam
6821,1,>1000,Normal,H7-plasma.bam
15492,1,>1000,Normal,H7-plasma.bam
9879,1,>1000,Normal,H7-plasma.bam
29985,1,>1000,Normal,H7-plasma.bam
29828,1,>1000,Normal,H7-plasma.bam
10177,1,>1000,Normal,H7-plasma.bam
5923,1,>1000,Normal,H7-plasma.bam
10214,1,>1000,Normal,H7-plasma.bam
10074,1,>1000,Normal,H7-plasma.bam
21251,1,>1000,Normal,H7-plasma.bam
29487,1,>1000,Normal,H7-plasma.bam
6273,1,>1000,Normal,H7-plasma.bam
5840,1,>1000,Normal,H7-plasma.bam
6293,1,>1000,Normal,H7-plasma.bam
6003,1,>1000,Normal,H7-plasma.bam
15317,1,>1000,Normal,H7-plasma.bam
13820,1,>1000,Normal,H7-plasma.bam
13650,1,>1000,Normal,H7-plasma.bam
36268,1,>1000,Normal,H7-plasma.bam
13182,1,>1000,Normal,H7-plasma.bam
21311,1,>1000,Normal,H7-plasma.bam
21308,1,>1000,Normal,H7-plasma.bam
24202,1,>1000,Normal,H7-plasma.bam
4247,1,>1000,Normal,H7-plasma.bam
35411,1,>1000,Normal,H7-plasma.bam
19515,1,>1000,Normal,H7-plasma.bam
3059450,1,>1000,Normal,H7-plasma.bam
3059293,1,>1000,Normal,H7-plasma.bam
11773,1,>1000,Normal,H7-plasma.bam
8914,1,>1000,Normal,H7-plasma.bam
7688,1,>1000,Normal,H7-plasma.bam
11764,1,>1000,Normal,H7-plasma.bam
34944,1,>1000,Normal,H7-plasma.bam
34806,1,>1000,Normal,H7-plasma.bam
20591,1,>1000,Normal,H7-plasma.bam
5311,1,>1000,Normal,H7-plasma.bam
5305,1,>1000,Normal,H7-plasma.bam
3050412,1,>1000,Normal,H7-plasma.bam
14892,1,>1000,Normal,H7-plasma.bam
14959,1,>1000,Normal,H7-plasma.bam
24822,1,>1000,Normal,H7-plasma.bam
24676,1,>1000,Normal,H7-plasma.bam
32640,1,>1000,Normal,H7-plasma.bam
32480,1,>1000,Normal,H7-plasma.bam
1321,1,>1000,Normal,H7-plasma.bam
28987,1,>1000,Normal,H7-plasma.bam
17938,1,>1000,Normal,H7-plasma.bam
18098,1,>1000,Normal,H7-plasma.bam
27027,1,>1000,Normal,H7-plasma.bam
415160,1,>1000,Normal,H7-plasma.bam
23628,1,>1000,Normal,H7-plasma.bam
6064,1,>1000,Normal,H7-plasma.bam
5943,1,>1000,Normal,H7-plasma.bam
4683,1,>1000,Normal,H7-plasma.bam
5961,1,>1000,Normal,H7-plasma.bam
5811,1,>1000,Normal,H7-plasma.bam
3049618,1,>1000,Normal,H7-plasma.bam
24690,1,>1000,Normal,H7-plasma.bam
24787,1,>1000,Normal,H7-plasma.bam
14259,1,>1000,Normal,H7-plasma.bam
5998,1,>1000,Normal,H7-plasma.bam
24774,1,>1000,Normal,H7-plasma.bam
24671,1,>1000,Normal,H7-plasma.bam
24670,1,>1000,Normal,H7-plasma.bam
544,1,500-1000,Normal,H7-plasma.bam
23920,1,>1000,Normal,H7-plasma.bam
23776,1,>1000,Normal,H7-plasma.bam
8545,1,>1000,Normal,H7-plasma.bam
3037556,1,>1000,Normal,H7-plasma.bam
17597,1,>1000,Normal,H7-plasma.bam
7851,1,>1000,Normal,H7-plasma.bam
7694,1,>1000,Normal,H7-plasma.bam
4588,1,>1000,Normal,H7-plasma.bam
31795,1,>1000,Normal,H7-plasma.bam
22862,1,>1000,Normal,H7-plasma.bam
4218,1,>1000,Normal,H7-plasma.bam
6108,1,>1000,Normal,H7-plasma.bam
5833,1,>1000,Normal,H7-plasma.bam
18593,1,>1000,Normal,H7-plasma.bam
5601,1,>1000,Normal,H7-plasma.bam
5739,1,>1000,Normal,H7-plasma.bam
13728,1,>1000,Normal,H7-plasma.bam
773,1,500-1000,Normal,H7-plasma.bam
28837,1,>1000,Normal,H7-plasma.bam
934,1,500-1000,Normal,H7-plasma.bam
8313,1,>1000,Normal,H7-plasma.bam
12058,1,>1000,Normal,H7-plasma.bam
28643,1,>1000,Normal,H7-plasma.bam
28502,1,>1000,Normal,H7-plasma.bam
952,1,500-1000,Normal,H7-plasma.bam
2966525,1,>1000,Normal,H7-plasma.bam
21559,1,>1000,Normal,H7-plasma.bam
13353,1,>1000,Normal,H7-plasma.bam
8433,1,>1000,Normal,H7-plasma.bam
9184,1,>1000,Normal,H7-plasma.bam
9131,1,>1000,Normal,H7-plasma.bam
9341,1,>1000,Normal,H7-plasma.bam
12136,1,>1000,Normal,H7-plasma.bam
27524,1,>1000,Normal,H7-plasma.bam
17299,1,>1000,Normal,H7-plasma.bam
1597,1,>1000,Normal,H7-plasma.bam
11608,1,>1000,Normal,H7-plasma.bam
3043352,1,>1000,Normal,H7-plasma.bam
7095,1,>1000,Normal,H7-plasma.bam
26449,1,>1000,Normal,H7-plasma.bam
6820,1,>1000,Normal,H7-plasma.bam
21394,1,>1000,Normal,H7-plasma.bam
40371,1,>1000,Normal,H7-plasma.bam
13450,1,>1000,Normal,H7-plasma.bam
26372,1,>1000,Normal,H7-plasma.bam
13282,1,>1000,Normal,H7-plasma.bam
42784,1,>1000,Normal,H7-plasma.bam
27241,1,>1000,Normal,H7-plasma.bam
3378883,1,>1000,Normal,H7-plasma.bam
24120,1,>1000,Normal,H7-plasma.bam
23948,1,>1000,Normal,H7-plasma.bam
3390239,1,>1000,Normal,H7-plasma.bam
31404,1,>1000,Normal,H7-plasma.bam
696,1,500-1000,Normal,H7-plasma.bam
29592,1,>1000,Normal,H7-plasma.bam
836,1,500-1000,Normal,H7-plasma.bam
37238,1,>1000,Normal,H7-plasma.bam
24834,1,>1000,Normal,H7-plasma.bam
24837,1,>1000,Normal,H7-plasma.bam
24814,1,>1000,Normal,H7-plasma.bam
42602,1,>1000,Normal,H7-plasma.bam
9410,1,>1000,Normal,H7-plasma.bam
931,1,500-1000,Normal,H7-plasma.bam
3068401,1,>1000,Normal,H7-plasma.bam
44333,1,>1000,Normal,H7-plasma.bam
44335,1,>1000,Normal,H7-plasma.bam
10985,1,>1000,Normal,H7-plasma.bam
11136,1,>1000,Normal,H7-plasma.bam
30438,1,>1000,Normal,H7-plasma.bam
10689,1,>1000,Normal,H7-plasma.bam
24171,1,>1000,Normal,H7-plasma.bam
24815,1,>1000,Normal,H7-plasma.bam
30955,1,>1000,Normal,H7-plasma.bam
13313,1,>1000,Normal,H7-plasma.bam
13145,1,>1000,Normal,H7-plasma.bam
34508,1,>1000,Normal,H7-plasma.bam
34340,1,>1000,Normal,H7-plasma.bam
12676,1,>1000,Normal,H7-plasma.bam
30424,1,>1000,Normal,H7-plasma.bam
26573,1,>1000,Normal,H7-plasma.bam
26569,1,>1000,Normal,H7-plasma.bam
26579,1,>1000,Normal,H7-plasma.bam
30290,1,>1000,Normal,H7-plasma.bam
30127,1,>1000,Normal,H7-plasma.bam
30259,1,>1000,Normal,H7-plasma.bam
10171,1,>1000,Normal,H7-plasma.bam
3059967,1,>1000,Normal,H7-plasma.bam
5439,1,>1000,Normal,H7-plasma.bam
30003,1,>1000,Normal,H7-plasma.bam
25213,1,>1000,Normal,H7-plasma.bam
39071,1,>1000,Normal,H7-plasma.bam
16101,1,>1000,Normal,H7-plasma.bam
32782,1,>1000,Normal,H7-plasma.bam
25185,1,>1000,Normal,H7-plasma.bam
28185,1,>1000,Normal,H7-plasma.bam
19270,1,>1000,Normal,H7-plasma.bam
23621,1,>1000,Normal,H7-plasma.bam
23460,1,>1000,Normal,H7-plasma.bam
35955,1,>1000,Normal,H7-plasma.bam
3409617,1,>1000,Normal,H7-plasma.bam
27048,1,>1000,Normal,H7-plasma.bam
26909,1,>1000,Normal,H7-plasma.bam
17096,1,>1000,Normal,H7-plasma.bam
39797,1,>1000,Normal,H7-plasma.bam
15479,1,>1000,Normal,H7-plasma.bam
28444,1,>1000,Normal,H7-plasma.bam
405079,1,>1000,Normal,H7-plasma.bam
24331,1,>1000,Normal,H7-plasma.bam
24162,1,>1000,Normal,H7-plasma.bam
19888,1,>1000,Normal,H7-plasma.bam
19752,1,>1000,Normal,H7-plasma.bam
19732,1,>1000,Normal,H7-plasma.bam
2979291,1,>1000,Normal,H7-plasma.bam
2979154,1,>1000,Normal,H7-plasma.bam
2979153,1,>1000,Normal,H7-plasma.bam
38935,1,>1000,Normal,H7-plasma.bam
405434,1,>1000,Normal,H7-plasma.bam
24025,1,>1000,Normal,H7-plasma.bam
38579,1,>1000,Normal,H7-plasma.bam
13152,1,>1000,Normal,H7-plasma.bam
12982,1,>1000,Normal,H7-plasma.bam
38925,1,>1000,Normal,H7-plasma.bam
15601,1,>1000,Normal,H7-plasma.bam
15525,1,>1000,Normal,H7-plasma.bam
3063014,1,>1000,Normal,H7-plasma.bam
3378507,1,>1000,Normal,H7-plasma.bam
3502,1,>1000,Normal,H7-plasma.bam
9351,1,>1000,Normal,H7-plasma.bam
38221,1,>1000,Normal,H7-plasma.bam
15306,1,>1000,Normal,H7-plasma.bam
23881,1,>1000,Normal,H7-plasma.bam
23734,1,>1000,Normal,H7-plasma.bam
38725,1,>1000,Normal,H7-plasma.bam
24020,1,>1000,Normal,H7-plasma.bam
24009,1,>1000,Normal,H7-plasma.bam
24305,1,>1000,Normal,H7-plasma.bam
24169,1,>1000,Normal,H7-plasma.bam
24011,1,>1000,Normal,H7-plasma.bam
23623,1,>1000,Normal,H7-plasma.bam
20406,1,>1000,Normal,H7-plasma.bam
20254,1,>1000,Normal,H7-plasma.bam
4815,1,>1000,Normal,H7-plasma.bam
44869,1,>1000,Normal,H7-plasma.bam
3057326,1,>1000,Normal,H7-plasma.bam
3020714,1,>1000,Normal,H7-plasma.bam
3020582,1,>1000,Normal,H7-plasma.bam
35528,1,>1000,Normal,H7-plasma.bam
10646,1,>1000,Normal,H7-plasma.bam
30445,1,>1000,Normal,H7-plasma.bam
35365,1,>1000,Normal,H7-plasma.bam
42371,1,>1000,Normal,H7-plasma.bam
41795,1,>1000,Normal,H7-plasma.bam
10659,1,>1000,Normal,H7-plasma.bam
3393213,1,>1000,Normal,H7-plasma.bam
9738,1,>1000,Normal,H7-plasma.bam
40782,1,>1000,Normal,H7-plasma.bam
4165,1,>1000,Normal,H7-plasma.bam
5158,1,>1000,Normal,H7-plasma.bam
404049,1,>1000,Normal,H7-plasma.bam
9650,1,>1000,Normal,H7-plasma.bam
9771,1,>1000,Normal,H7-plasma.bam
14071,1,>1000,Normal,H7-plasma.bam
34145,1,>1000,Normal,H7-plasma.bam
30588,1,>1000,Normal,H7-plasma.bam
40592,1,>1000,Normal,H7-plasma.bam
40775,1,>1000,Normal,H7-plasma.bam
16782,1,>1000,Normal,H7-plasma.bam
16952,1,>1000,Normal,H7-plasma.bam
19904,1,>1000,Normal,H7-plasma.bam
46068,1,>1000,Normal,H7-plasma.bam
3027902,1,>1000,Normal,H7-plasma.bam
2981,1,>1000,Normal,H7-plasma.bam
3361661,1,>1000,Normal,H7-plasma.bam
16567,1,>1000,Normal,H7-plasma.bam
47831,1,>1000,Normal,H7-plasma.bam
8334,1,>1000,Normal,H7-plasma.bam
13935,1,>1000,Normal,H7-plasma.bam
17773,1,>1000,Normal,H7-plasma.bam
32577,1,>1000,Normal,H7-plasma.bam
27824,1,>1000,Normal,H7-plasma.bam
17951,1,>1000,Normal,H7-plasma.bam
2956345,1,>1000,Normal,H7-plasma.bam
31516,1,>1000,Normal,H7-plasma.bam
23175,1,>1000,Normal,H7-plasma.bam
575,1,500-1000,Normal,H7-plasma.bam
19098,1,>1000,Normal,H7-plasma.bam
18963,1,>1000,Normal,H7-plasma.bam
38732,1,>1000,Normal,H7-plasma.bam
8825,1,>1000,Normal,H7-plasma.bam
13330,1,>1000,Normal,H7-plasma.bam
8713,1,>1000,Normal,H7-plasma.bam
27131,1,>1000,Normal,H7-plasma.bam
23538,1,>1000,Normal,H7-plasma.bam
17780,1,>1000,Normal,H7-plasma.bam
12537,1,>1000,Normal,H7-plasma.bam
8725,1,>1000,Normal,H7-plasma.bam
11321,1,>1000,Normal,H7-plasma.bam
7491,1,>1000,Normal,H7-plasma.bam
10961,1,>1000,Normal,H7-plasma.bam
8875,1,>1000,Normal,H7-plasma.bam
12694,1,>1000,Normal,H7-plasma.bam
9499,1,>1000,Normal,H7-plasma.bam
9619,1,>1000,Normal,H7-plasma.bam
13374,1,>1000,Normal,H7-plasma.bam
400,1,200-500,Normal,H7-plasma.bam
4570,1,>1000,Normal,H7-plasma.bam
3023407,1,>1000,Normal,H7-plasma.bam
10486,1,>1000,Normal,H7-plasma.bam
17140,1,>1000,Normal,H7-plasma.bam
43646,1,>1000,Normal,H7-plasma.bam
3360311,1,>1000,Normal,H7-plasma.bam
14869,1,>1000,Normal,H7-plasma.bam
13903,1,>1000,Normal,H7-plasma.bam
11499,1,>1000,Normal,H7-plasma.bam
3357885,1,>1000,Normal,H7-plasma.bam
3358829,1,>1000,Normal,H7-plasma.bam
2840,1,>1000,Normal,H7-plasma.bam
21842,1,>1000,Normal,H7-plasma.bam
5935,1,>1000,Normal,H7-plasma.bam
13625,1,>1000,Normal,H7-plasma.bam
10749,1,>1000,Normal,H7-plasma.bam
13987,1,>1000,Normal,H7-plasma.bam
13988,1,>1000,Normal,H7-plasma.bam
15289,1,>1000,Normal,H7-plasma.bam
1236,1,>1000,Normal,H7-plasma.bam
2947241,1,>1000,Normal,H7-plasma.bam
77100,1,>1000,Normal,H7-plasma.bam
76937,1,>1000,Normal,H7-plasma.bam
6436,1,>1000,Normal,H7-plasma.bam
6608,1,>1000,Normal,H7-plasma.bam
5945,1,>1000,Normal,H7-plasma.bam
36327,1,>1000,Normal,H7-plasma.bam
12964,1,>1000,Normal,H7-plasma.bam
13131,1,>1000,Normal,H7-plasma.bam
13120,1,>1000,Normal,H7-plasma.bam
12989,1,>1000,Normal,H7-plasma.bam
12981,1,>1000,Normal,H7-plasma.bam
12967,1,>1000,Normal,H7-plasma.bam
19624,1,>1000,Normal,H7-plasma.bam
38425,1,>1000,Normal,H7-plasma.bam
89894,1,>1000,Normal,H7-plasma.bam
4724,1,>1000,Normal,H7-plasma.bam
382887,1,>1000,Normal,H7-plasma.bam
2975610,1,>1000,Normal,H7-plasma.bam
2975570,1,>1000,Normal,H7-plasma.bam
2975597,1,>1000,Normal,H7-plasma.bam
1866,1,>1000,Normal,H7-plasma.bam
48789,1,>1000,Normal,H7-plasma.bam
79974,1,>1000,Normal,H7-plasma.bam
80034,1,>1000,Normal,H7-plasma.bam
6977,1,>1000,Normal,H7-plasma.bam
50536,1,>1000,Normal,H7-plasma.bam
6837,1,>1000,Normal,H7-plasma.bam
38429,1,>1000,Normal,H7-plasma.bam
19589,1,>1000,Normal,H7-plasma.bam
19282,1,>1000,Normal,H7-plasma.bam
30184,1,>1000,Normal,H7-plasma.bam
30320,1,>1000,Normal,H7-plasma.bam
19461,1,>1000,Normal,H7-plasma.bam
19329,1,>1000,Normal,H7-plasma.bam
29196,1,>1000,Normal,H7-plasma.bam
19310,1,>1000,Normal,H7-plasma.bam
3013660,1,>1000,Normal,H7-plasma.bam
17929,1,>1000,Normal,H7-plasma.bam
18091,1,>1000,Normal,H7-plasma.bam
19773,1,>1000,Normal,H7-plasma.bam
15980,1,>1000,Normal,H7-plasma.bam
1014,1,>1000,Normal,H7-plasma.bam
7474,1,>1000,Normal,H7-plasma.bam
14516,1,>1000,Normal,H7-plasma.bam
3333491,1,>1000,Normal,H7-plasma.bam
44076,1,>1000,Normal,H7-plasma.bam
56260,1,>1000,Normal,H7-plasma.bam
15081,1,>1000,Normal,H7-plasma.bam
25483,1,>1000,Normal,H7-plasma.bam
25689,1,>1000,Normal,H7-plasma.bam
21794,1,>1000,Normal,H7-plasma.bam
21798,1,>1000,Normal,H7-plasma.bam
56956,1,>1000,Normal,H7-plasma.bam
22147,1,>1000,Normal,H7-plasma.bam
14233,1,>1000,Normal,H7-plasma.bam
5358,1,>1000,Normal,H7-plasma.bam
228551,1,>1000,Normal,H7-plasma.bam
2955710,1,>1000,Normal,H7-plasma.bam
14416,1,>1000,Normal,H7-plasma.bam
3045354,1,>1000,Normal,H7-plasma.bam
3045387,1,>1000,Normal,H7-plasma.bam
3045400,1,>1000,Normal,H7-plasma.bam
3045155,1,>1000,Normal,H7-plasma.bam
2502,1,>1000,Normal,H7-plasma.bam
8648,1,>1000,Normal,H7-plasma.bam
2369,1,>1000,Normal,H7-plasma.bam
1258,1,>1000,Normal,H7-plasma.bam
10744,1,>1000,Normal,H7-plasma.bam
9258,1,>1000,Normal,H7-plasma.bam
21738,1,>1000,Normal,H7-plasma.bam
31595,1,>1000,Normal,H7-plasma.bam
3462,1,>1000,Normal,H7-plasma.bam
3619,1,>1000,Normal,H7-plasma.bam
10753,1,>1000,Normal,H7-plasma.bam
15233,1,>1000,Normal,H7-plasma.bam
11622,1,>1000,Normal,H7-plasma.bam
19572,1,>1000,Normal,H7-plasma.bam
19582,1,>1000,Normal,H7-plasma.bam
19500,1,>1000,Normal,H7-plasma.bam
19321,1,>1000,Normal,H7-plasma.bam
19318,1,>1000,Normal,H7-plasma.bam
19485,1,>1000,Normal,H7-plasma.bam
19305,1,>1000,Normal,H7-plasma.bam
18744,1,>1000,Normal,H7-plasma.bam
18747,1,>1000,Normal,H7-plasma.bam
3012107,1,>1000,Normal,H7-plasma.bam
30684,1,>1000,Normal,H7-plasma.bam
20810,1,>1000,Normal,H7-plasma.bam
15377,1,>1000,Normal,H7-plasma.bam
23446,1,>1000,Normal,H7-plasma.bam
10168,1,>1000,Normal,H7-plasma.bam
12450,1,>1000,Normal,H7-plasma.bam
2677,1,>1000,Normal,H7-plasma.bam
6446,1,>1000,Normal,H7-plasma.bam
21775,1,>1000,Normal,H7-plasma.bam
6075,1,>1000,Normal,H7-plasma.bam
30063,1,>1000,Normal,H7-plasma.bam
30070,1,>1000,Normal,H7-plasma.bam
30077,1,>1000,Normal,H7-plasma.bam
30081,1,>1000,Normal,H7-plasma.bam
30064,1,>1000,Normal,H7-plasma.bam
3578,1,>1000,Normal,H7-plasma.bam
3745,1,>1000,Normal,H7-plasma.bam
3045366,1,>1000,Normal,H7-plasma.bam
5769,1,>1000,Normal,H7-plasma.bam
5933,1,>1000,Normal,H7-plasma.bam
3080319,1,>1000,Normal,H7-plasma.bam
3080352,1,>1000,Normal,H7-plasma.bam
21035,1,>1000,Normal,H7-plasma.bam
3045389,1,>1000,Normal,H7-plasma.bam
3045386,1,>1000,Normal,H7-plasma.bam
3045392,1,>1000,Normal,H7-plasma.bam
3045365,1,>1000,Normal,H7-plasma.bam
3045363,1,>1000,Normal,H7-plasma.bam
3045358,1,>1000,Normal,H7-plasma.bam
3045391,1,>1000,Normal,H7-plasma.bam
3045396,1,>1000,Normal,H7-plasma.bam
3045364,1,>1000,Normal,H7-plasma.bam
3045351,1,>1000,Normal,H7-plasma.bam
11873,1,>1000,Normal,H7-plasma.bam
14837,1,>1000,Normal,H7-plasma.bam
31654,1,>1000,Normal,H7-plasma.bam
4374,1,>1000,Normal,H7-plasma.bam
13792,1,>1000,Normal,H7-plasma.bam
13895,1,>1000,Normal,H7-plasma.bam
15682,1,>1000,Normal,H7-plasma.bam
5608,1,>1000,Normal,H7-plasma.bam
5468,1,>1000,Normal,H7-plasma.bam
13911,1,>1000,Normal,H7-plasma.bam
13901,1,>1000,Normal,H7-plasma.bam
13920,1,>1000,Normal,H7-plasma.bam
13957,1,>1000,Normal,H7-plasma.bam
5605,1,>1000,Normal,H7-plasma.bam
13906,1,>1000,Normal,H7-plasma.bam
20700,1,>1000,Normal,H7-plasma.bam
5596,1,>1000,Normal,H7-plasma.bam
31275,1,>1000,Normal,H7-plasma.bam
5575,1,>1000,Normal,H7-plasma.bam
31419,1,>1000,Normal,H7-plasma.bam
5742,1,>1000,Normal,H7-plasma.bam
5581,1,>1000,Normal,H7-plasma.bam
38915,1,>1000,Normal,H7-plasma.bam
5474,1,>1000,Normal,H7-plasma.bam
23494,1,>1000,Normal,H7-plasma.bam
9954,1,>1000,Normal,H7-plasma.bam
9966,1,>1000,Normal,H7-plasma.bam
8912,1,>1000,Normal,H7-plasma.bam
8927,1,>1000,Normal,H7-plasma.bam
2438,1,>1000,Normal,H7-plasma.bam
13950,1,>1000,Normal,H7-plasma.bam
11526,1,>1000,Normal,H7-plasma.bam
11640,1,>1000,Normal,H7-plasma.bam
2973077,1,>1000,Normal,H7-plasma.bam
18038,1,>1000,Normal,H7-plasma.bam
1668,1,>1000,Normal,H7-plasma.bam
1683,1,>1000,Normal,H7-plasma.bam
1665,1,>1000,Normal,H7-plasma.bam
1842,1,>1000,Normal,H7-plasma.bam
17862,1,>1000,Normal,H7-plasma.bam
19135,1,>1000,Normal,H7-plasma.bam
22879,1,>1000,Normal,H7-plasma.bam
9876,1,>1000,Normal,H7-plasma.bam
3032916,1,>1000,Normal,H7-plasma.bam
16114,1,>1000,Normal,H7-plasma.bam
14843,1,>1000,Normal,H7-plasma.bam
2397,1,>1000,Normal,H7-plasma.bam
7548,1,>1000,Normal,H7-plasma.bam
7550,1,>1000,Normal,H7-plasma.bam
3699,1,>1000,Normal,H7-plasma.bam
3864,1,>1000,Normal,H7-plasma.bam
3873,1,>1000,Normal,H7-plasma.bam
15670,1,>1000,Normal,H7-plasma.bam
15543,1,>1000,Normal,H7-plasma.bam
14099,1,>1000,Normal,H7-plasma.bam
15510,1,>1000,Normal,H7-plasma.bam
7902,1,>1000,Normal,H7-plasma.bam
4662,1,>1000,Normal,H7-plasma.bam
4492,1,>1000,Normal,H7-plasma.bam
13160,1,>1000,Normal,H7-plasma.bam
14999,1,>1000,Normal,H7-plasma.bam
19913,1,>1000,Normal,H7-plasma.bam
